行政區,街路名稱,起迄地點,地段率%,,,
東區、南區、北區、安平區、中西區,公園南路,路（西門路至臨安路二段）,140,,,
東區、南區、北區、安平區、中西區,公園南路,巷全部,120,,,
東區、南區、北區、安平區、中西區,公英一街~七街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,文賢路,"13-115,6-116號",130,,,
東區、南區、北區、安平區、中西區,文賢路,"起點-610號（13-115,6-116號除外）",140,,,
東區、南區、北區、安平區、中西區,文賢路,610號-末點,130,,,
東區、南區、北區、安平區、中西區,文賢路,"32,67,97,110巷",120,,,
東區、南區、北區、安平區、中西區,文賢路,"巷〔起點-204號〕(32,67,97,110巷除外)",130,,,
東區、南區、北區、安平區、中西區,文賢路,巷〔204號-610號〕,120,,,
東區、南區、北區、安平區、中西區,文賢路,巷﹝610號-末點﹞,110,,,
東區、南區、北區、安平區、中西區,文賢一路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,文賢二街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,文賢三街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,文和街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,文成路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,文成一路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,文成二街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,文成三路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,文成五街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,文南路,路全部,125,,,
東區、南區、北區、安平區、中西區,文南路,巷全部,120,,,
東區、南區、北區、安平區、中西區,文南一街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,文南二街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,文南三街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,文平路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,文東街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,文元路,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,文祥街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,民權路三段,金華路四段-末點,130,,,
東區、南區、北區、安平區、中西區,民權路三段,巷全部,130,,,
東區、南區、北區、安平區、中西區,民權路四段,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,民生路一段,民生綠園-永福路二段,160,,,
東區、南區、北區、安平區、中西區,民生路一段,永福路二段-西門路,170,,,
東區、南區、北區、安平區、中西區,民生路一段,巷全部,140,,,
東區、南區、北區、安平區、中西區,民生路二段,西門路-金華路三段,160,,,
東區、南區、北區、安平區、中西區,民生路二段,金華路三段-中華西路二段,150,,,
東區、南區、北區、安平區、中西區,民生路二段,巷(西門路-金華路三段),140,,,
東區、南區、北區、安平區、中西區,民生路二段,巷﹝金華路三段-末點﹞,130,,,
東區、南區、北區、安平區、中西區,民族路一段,路全部,130,,,
東區、南區、北區、安平區、中西區,民族路一段,巷全部,120,,,
東區、南區、北區、安平區、中西區,民族路二段,路全部,160,,,
東區、南區、北區、安平區、中西區,民族路二段,巷全部,130,,,
東區、南區、北區、安平區、中西區,民族路三段,路全部,150,,,
東區、南區、北區、安平區、中西區,民族路三段,巷全部,130,,,
東區、南區、北區、安平區、中西區,民族一街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,民德路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,北門路一段,路全部,160,,,
東區、南區、北區、安平區、中西區,北門路一段,巷全部,130,,,
東區、南區、北區、安平區、中西區,北門路二段,火車站~開元路,140,,,
東區、南區、北區、安平區、中西區,北門路二段,開元路~末點,110,,,
東區、南區、北區、安平區、中西區,北門路二段,巷（火車站~開元路）,130,,,
東區、南區、北區、安平區、中西區,北門路二段,巷（開元路~末點）,110,,,
東區、南區、北區、安平區、中西區,北門路三段,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,北園街,開元路~開元寺,130,,,
東區、南區、北區、安平區、中西區,北園街,開元寺~末點,110,,,
東區、南區、北區、安平區、中西區,北園街,巷全部,110,,,
東區、南區、北區、安平區、中西區,北安路一段,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,永南街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,永南一街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,永南二街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,永南三街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,永南四街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,正德街,路全部,150,,,
東區、南區、北區、安平區、中西區,正德街,巷全部,140,,,
東區、南區、北區、安平區、中西區,正興街,全部（路含巷）,140,,,
東區、南區、北區、安平區、中西區,正覺街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,生產路,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,平生路,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,平通路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,平豐路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,古堡街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,世平路,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,世平一~五街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,西門路一段,起點~大成路全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,西門路一段,大成路~新興路,140,,,
東區、南區、北區、安平區、中西區,西門路一段,新興路~樹林街,140,,,
東區、南區、北區、安平區、中西區,西門路一段,樹林街~和意路(雙號),155,,,
東區、南區、北區、安平區、中西區,西門路一段,樹林街~和意路(單號),150,,,
東區、南區、北區、安平區、中西區,西門路一段,和意路~府前路,150,,,
東區、南區、北區、安平區、中西區,西門路一段,巷（大成路~新興路）,120,,,
東區、南區、北區、安平區、中西區,西門路一段,巷（新興路~府前路）,130,,,
東區、南區、北區、安平區、中西區,西門路二段,府前路-友愛街（不含巷）,150,,,
東區、南區、北區、安平區、中西區,西門路二段,友愛街-中正路（不含巷）,160,,,
東區、南區、北區、安平區、中西區,西門路二段,中正路-民生路（不含巷）,180,,,
東區、南區、北區、安平區、中西區,西門路二段,西門市場（不含巷）,180,,,
東區、南區、北區、安平區、中西區,西門路二段,民生路-民權路,180,,,
東區、南區、北區、安平區、中西區,西門路二段,民權路-民族路,180,,,
東區、南區、北區、安平區、中西區,自強街,路全部,130,,,
東區、南區、北區、安平區、中西區,自強街,巷全部,120,,,
東區、南區、北區、安平區、中西區,自由路一段,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,自由路二段,路全部,130,,,
東區、南區、北區、安平區、中西區,自由路二段,巷全部,110,,,
東區、南區、北區、安平區、中西區,光華街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,光州路,路全部,130,,,
東區、南區、北區、安平區、中西區,光州路,巷全部,120,,,
東區、南區、北區、安平區、中西區,光州一街~八街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,光明街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,光賢街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,旭日街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,同平路,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,州平一~四街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,竹溪街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,赤崁街,路全部,150,,,
東區、南區、北區、安平區、中西區,赤崁街,巷全部,140,,,
東區、南區、北區、安平區、中西區,赤崁東街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,佑民街,路全部,130,,,
東區、南區、北區、安平區、中西區,佑民街,巷全部,110,,,
東區、南區、北區、安平區、中西區,利東街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,利南街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,青年路,民生綠園-北門路一段,150,,,
東區、南區、北區、安平區、中西區,青年路,北門路一段-勝利路,140,,,
東區、南區、北區、安平區、中西區,青年路,巷?民生綠園-北門路一段?,140,,,
東區、南區、北區、安平區、中西區,青年路,巷?北門路一段-勝利路?,130,,,
東區、南區、北區、安平區、中西區,東門路一段,路全部（路橋兩側除外）,140,,,
東區、南區、北區、安平區、中西區,忠義路二段,巷全部,140,,,
東區、南區、北區、安平區、中西區,忠義路三段,路全部,150,,,
東區、南區、北區、安平區、中西區,忠義路三段,335巷,140,,,
東區、南區、北區、安平區、中西區,忠義路三段,巷全部﹝335巷除外﹞,120,,,
東區、南區、北區、安平區、中西區,忠明街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,忠孝街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,府前路一段,東門圓環-開山路,160,,,
東區、南區、北區、安平區、中西區,府前路一段,開山路-西門路,150,,,
東區、南區、北區、安平區、中西區,府前路一段,巷（東門圓環~開山路）,140,,,
東區、南區、北區、安平區、中西區,府前路一段,巷（開山路~西門路）,130,,,
東區、南區、北區、安平區、中西區,府前路二段,起點~大智街,150,,,
東區、南區、北區、安平區、中西區,府前路二段,大智街~末點,130,,,
東區、南區、北區、安平區、中西區,府連路,健康路-大同路一段,140,,,
東區、南區、北區、安平區、中西區,府連路,大同路一段-火車道,130,,,
東區、南區、北區、安平區、中西區,府連路,火車道-末點,120,,,
東區、南區、北區、安平區、中西區,府連東路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,府東街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,府中街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,府前一街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,府前二街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,府前三街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,府前四街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,府平路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,府緯街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,金華路一段,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,金華路二段,路全部,140,,,
東區、南區、北區、安平區、中西區,金華路二段,巷全部,120,,,
東區、南區、北區、安平區、中西區,金華路三段,全部（路含巷）,140,,,
東區、南區、北區、安平區、中西區,金華路四段,路全部,140,,,
東區、南區、北區、安平區、中西區,金華路四段,巷全部,130,,,
東區、南區、北區、安平區、中西區,金華路五段,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,長勝北街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,長德街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,長賢街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,林森路一段,路全部,120,,,
東區、南區、北區、安平區、中西區,林森路一段,巷全部,115,,,
東區、南區、北區、安平區、中西區,林森路二段,路全部（崇誨國宅除外）,140,,,
東區、南區、北區、安平區、中西區,林森路二段,崇誨國宅,120,,,
東區、南區、北區、安平區、中西區,林森路二段,巷全部,115,,,
東區、南區、北區、安平區、中西區,林森路三段,路全部,120,,,
東區、南區、北區、安平區、中西區,林森路三段,巷全部,110,,,
東區、南區、北區、安平區、中西區,河中街,路全部,140,,,
東區、南區、北區、安平區、中西區,河中街,巷全部,130,,,
東區、南區、北區、安平區、中西區,武德街,全部（路含巷）,140,,,
東區、南區、北區、安平區、中西區,武英街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,武聖路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育樂街,路全部,130,,,
東區、南區、北區、安平區、中西區,育樂街,巷全部,120,,,
東區、南區、北區、安平區、中西區,育南街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育德路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,育德一街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育德二路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,育德三街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育北街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育賢街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育成路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,育平路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育平一街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,育平二街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育平三街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,育平四街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育平五街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,育平六街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,建平路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,建平一街~十七街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,建東街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,建南路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,建業街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,城隍街,全部（路含巷）,140,,,
東區、南區、北區、安平區、中西區,城東街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,城平路,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,神農街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,美南街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,美麗街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,省躬一街,全部（路含巷）,100,,,
東區、南區、北區、安平區、中西區,省躬二街,全部（路含巷）,100,,,
東區、南區、北區、安平區、中西區,省躬三街,全部（路含巷）,100,,,
東區、南區、北區、安平區、中西區,省躬橫街,全部（路含巷）,100,,,
東區、南區、北區、安平區、中西區,海安路,永華路~友愛街,150,,,
東區、南區、北區、安平區、中西區,海安路,友愛街~民族路,180,,,
東區、南區、北區、安平區、中西區,海安路,民族路~成功路,140,,,
東區、南區、北區、安平區、中西區,海安路,巷全部,130,,,
東區、南區、北區、安平區、中西區,海安路三段,成功路~民德路,140,,,
東區、南區、北區、安平區、中西區,海安路三段,民德路~中華北路,130,,,
東區、南區、北區、安平區、中西區,海安路三段,巷(成功路~民德路),130,,,
東區、南區、北區、安平區、中西區,海安路三段,巷(民德路~中華北路),120,,,
東區、南區、北區、安平區、中西區,海成街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,宮後街,全部（路含巷）,150,,,
東區、南區、北區、安平區、中西區,夏林路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,郡平路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,郡緯街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,郡西路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,健民街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,崇安街,路全部,130,,,
東區、南區、北區、安平區、中西區,崇安街,巷全部,110,,,
東區、南區、北區、安平區、中西區,崇道路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,崇學路,路全部,130,,,
東區、南區、北區、安平區、中西區,崇學路,巷全部,120,,,
東區、南區、北區、安平區、中西區,崇明路,路:起點-中華東路,130,,,
東區、南區、北區、安平區、中西區,崇明路,路:中華東路-終點,125,,,
東區、南區、北區、安平區、中西區,崇明路,巷全部,120,,,
東區、南區、北區、安平區、中西區,崇明一街~二十四街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,崇德路,路全部,125,,,
東區、南區、北區、安平區、中西區,崇德路,巷全部,120,,,
東區、南區、北區、安平區、中西區,崇德一街~二十五街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,崇德二十六街~三十四街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,崇善路,路:起點-中華東路,125,,,
東區、南區、北區、安平區、中西區,崇善路,路:中華東路-終點,120,,,
東區、南區、北區、安平區、中西區,崇善路,巷全部,120,,,
東區、南區、北區、安平區、中西區,崇善一街~十三街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,崇善十四街~十五街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,崇善十六街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,崇善東路,路全部,120,,,
東區、南區、北區、安平區、中西區,崇善東路,巷全部,115,,,
東區、南區、北區、安平區、中西區,崇仁街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,崇信街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,頂美一街,全部(路含巷),115,,,
東區、南區、北區、安平區、中西區,頂美二街,全部（路含巷）,115,,,
東區、南區、北區、安平區、中西區,頂美三街,全部（路含巷）,115,,,
東區、南區、北區、安平區、中西區,莊敬路,路全部,120,,,
東區、南區、北區、安平區、中西區,湖美一街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,湖美二街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,湖內一街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,湖內二街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,尊南街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,尊王路,全部（路含巷）,150,,,
東區、南區、北區、安平區、中西區,智南街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,喜樹路,路全部,110,,,
東區、南區、北區、安平區、中西區,喜樹路,巷全部,100,,,
東區、南區、北區、安平區、中西區,喜明街,全部（路含巷）,100,,,
東區、南區、北區、安平區、中西區,惠南街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,凱旋路,全部(路含巷),120,,,
東區、南區、北區、安平區、中西區,普濟街,全部（路含巷）,150,,,
東區、南區、北區、安平區、中西區,新美街,民生路一段~民權路二段,140,,,
東區、南區、北區、安平區、中西區,新美街,民權路二段-終點,130,,,
東區、南區、北區、安平區、中西區,新美街,巷全部,130,,,
東區、南區、北區、安平區、中西區,新河街,路全部,140,,,
東區、南區、北區、安平區、中西區,新河街,巷全部,120,,,
東區、南區、北區、安平區、中西區,新興路,路全部,140,,,
東區、南區、北區、安平區、中西區,新興路,巷全部,120,,,
東區、南區、北區、安平區、中西區,新慶街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,新城街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,新忠路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,新孝路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,新仁路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,新愛路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,新信路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,新義路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕平一街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕文路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,裕文一街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕敬路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,裕敬一-五街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕誠街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕禮街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕智街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕強街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕華一-三街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕東一-二街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕 德 街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕德一-六街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕永路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,裕永一街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕善街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕正街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕興街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,裕英街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,萬昌街,全部（路含巷）,140,,,
東區、南區、北區、安平區、中西區,萬年路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,敬南街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,福吉路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,福吉一~五街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,福德街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,榮譽街,路全部,115,,,
東區、南區、北區、安平區、中西區,榮譽街,巷全部,110,,,
東區、南區、北區、安平區、中西區,實踐街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,精忠三村,全部（路含巷）,100,,,
東區、南區、北區、安平區、中西區,精忠街,全部（路含巷）,100,,,
東區、南區、北區、安平區、中西區,漁光路,全部（路含巷）,100,,,
東區、南區、北區、安平區、中西區,龍山街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,濟生路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,環河街,全部（路含巷）,140,,,
東區、南區、北區、安平區、中西區,濱南路,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,臨安路一段,路全部,140,,,
東區、南區、北區、安平區、中西區,臨安路一段,巷全部,130,,,
東區、南區、北區、安平區、中西區,臨安路二段,路全部,130,,,
東區、南區、北區、安平區、中西區,臨安路二段,巷全部,120,,,
東區、南區、北區、安平區、中西區,鯤鯓路,起點~濱南路全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,鯤鯓路,濱南路~末點全部（路含巷）,100,,,
東區、南區、北區、安平區、中西區,懷恩街,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,體育路,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,鹽埕路,全部（路含巷）,120,,,
東區、南區、北區、安平區、中西區,灣裡路,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,觀亭街,全部（路含巷）,130,,,
東區、南區、北區、安平區、中西區,觀音街,全部（路含巷）,110,,,
東區、南區、北區、安平區、中西區,觀光城,全部（路含巷）,130,,,
安南區,十二佃路,全部（路含巷）,100,,,
安南區,大安街,全部（路含巷）,100,,,
安南區,大眾路,全部（路含巷）,90,,,
安南區,大眾一街,全部（路含巷）,90,,,
安南區,大眾二街,全部（路含巷）,90,,,
安南區,大眾三街,全部（路含巷）,90,,,
安南區,大眾五街,全部（路含巷）,90,,,
安南區,大眾六街,全部（路含巷）,90,,,
安南區,大聖路,全部（路含巷）,100,,,
安南區,大聖一街,全部（路含巷）,100,,,
安南區,大聖二街,全部（路含巷）,100,,,
安南區,大聖三街,全部（路含巷）,100,,,
安南區,工明路,全部（路含巷）,100,,,
安南區,工明一~五路,全部（路含巷）,100,,,
安南區,工明南一~三路,全部（路含巷）,100,,,
安南區,工業一~八路,全部（路含巷）,100,,,
安南區,工環路,全部（路含巷）,100,,,
安南區,公學路一段,全部（路含巷）,90,,,
安南區,公學路二段,全部（路含巷）,100,,,
安南區,公學路三段,全部（路含巷）,100,,,
安南區,公學路四段,全部（路含巷）,100,,,
安南區,公學路五段,全部（路含巷）,90,,,
安南區,公學路六段,全部（路含巷）,90,,,
安南區,公學路七段,全部（路含巷）,90,,,
安南區,仁安路,路全部,105,,,
安南區,仁安路,巷全部,100,,,
安南區,仁安一~八街,全部（路含巷）,100,,,
安南區,文安街,全部（路含巷）,100,,,
安南區,安中路二段,全部（路含巷）,110,,,
安南區,安中路三段,全部（路含巷）,110,,,
安南區,安中路四段,全部（路含巷）,110,,,
安南區,安中路五段,全部（路含巷）,110,,,
安南區,安中路六段,全部（路含巷）,100,,,
安南區,安中一街,全部（路含巷）,110,,,
安南區,安中二街,全部（路含巷）,110,,,
安南區,安生街,全部（路含巷）,100,,,
安南區,安吉路一段,全部（路含巷）,110,,,
安南區,安吉路二段,全部（路含巷）,110,,,
安南區,安吉路三段,全部（路含巷）,100,,,
安南區,安西路,全部（路含巷）,100,,,
安南區,安西一街,全部（路含巷）,100,,,
安南區,安西二街,全部（路含巷）,100,,,
安南區,安和路一段,路全部,110,,,
安南區,安和路一段,巷全部,100,,,
安南區,安和路二段,路全部,110,,,
安南區,安和路二段,巷全部,100,,,
安南區,安和路三段,路全部,110,,,
安南區,安和路三段,巷全部,100,,,
安南區,安和路四段,路全部,110,,,
安南區,安和路四段,巷全部,100,,,
安南區,安和路五段,路全部,110,,,
安南區,安和路五段,巷全部,100,,,
安南區,安和路六段,路全部,110,,,
安南區,安和路六段,巷全部,100,,,
安南區,安昌街,全部（路含巷）,90,,,
安南區,安明路一段,全部（路含巷）,100,,,
安南區,安明路二段,全部（路含巷）,100,,,
安南區,安明路三段,全部（路含巷）,100,,,
安南區,安明路四段,全部（路含巷）,100,,,
安南區,安清路,全部（路含巷）,100,,,
安南區,安通路三段,全部（路含巷）,100,,,
安南區,長溪路四段,全部（路含巷）,100,,,
安南區,育安街,全部（路含巷）,100,,,
安南區,育安一~四街,全部（路含巷）,100,,,
安南區,怡安路一段,全部（路含巷）,100,,,
安南區,怡安路二段,全部（路含巷）,100,,,
安南區,政安路,全部（路含巷）,100,,,
安南區,城北路,全部（路含巷）,100,,,
安南區,城安路,全部（路含巷）,100,,,
安南區,城安一~三街,全部（路含巷）,100,,,
安南區,城安東街,全部（路含巷）,100,,,
安南區,城安西街,全部（路含巷）,100,,,
安南區,城西街一段,全部（路含巷）,100,,,
安南區,城西街二段,全部（路含巷）,90,,,
安南區,城西街三段,全部（路含巷）,90,,,
安南區,城南路,全部（路含巷）,100,,,
安南區,科技一~五路,全部（路含巷）,100,,,
安南區,科技大道,全部（路含巷）,100,,,
安南區,科輝路,全部（路含巷）,100,,,
安南區,海中街,全部（路含巷）,90,,,
安南區,海佃路一段,路全部,120,,,
安南區,海佃路一段,巷全部,100,,,
安南區,海佃路二段,全部（路含巷）,110,,,
安南區,海佃路三段,全部（路含巷）,110,,,
安南區,海佃路四段,路全部,110,,,
安南區,海佃路四段,巷全部,100,,,
安南區,海東街,全部（路含巷）,110,,,
安南區,海東一街,全部（路含巷）,110,,,
安南區,海東二街,全部（路含巷）,110,,,
安南區,海東三街,全部（路含巷）,110,,,
安南區,智安一~四街,全部（路含巷）,100,,,
安南區,智安五~八街,全部（路含巷）,100,,,
安南區,景安街,全部（路含巷）,100,,,
安南區,尊安街,全部（路含巷）,100,,,
安南區,尊安一街,全部（路含巷）,100,,,
安南區,鹿耳一、二路,全部（路含巷）,100,,,
安南區,鹿耳門大道一段,全部（路含巷）,90,,,
安南區,鹿耳門大道二段,全部（路含巷）,90,,,
安南區,博和路,全部（路含巷）,100,,,
安南區,博館路,全部（路含巷）,100,,,
安南區,順安路,全部（路含巷）,100,,,
安南區,義安街,全部（路含巷）,100,,,
安南區,聖安街,全部（路含巷）,100,,,
安南區,媽祖宮路,全部（路含巷）,90,,,
安南區,媽祖宮一街,全部（路含巷）,90,,,
安南區,媽祖宮二街,全部（路含巷）,90,,,
安南區,媽祖宮三街,全部（路含巷）,90,,,
安南區,媽祖宮五街,全部（路含巷）,90,,,
安南區,慈安路,全部（路含巷）,110,,,
安南區,樂安一街,全部（路含巷）,100,,,
安南區,樂安二街,全部（路含巷）,100,,,
安南區,樂安三街,全部（路含巷）,100,,,
安南區,賢安街,全部（路含巷）,100,,,
安南區,德安街,全部（路含巷）,100,,,
安南區,慶安路,全部（路含巷）,100,,,
安南區,慶和路一段,全部（路含巷）,100,,,
安南區,慶和路二段,全部（路含巷）,100,,,
安南區,慶和東路,全部（路含巷）,100,,,
安南區,本田路一段,全部（路含巷）,100,,,
安南區,本田路二段,全部（路含巷）,100,,,
安南區,本田路三段,全部（路含巷）,90,,,
